"INSTNM","sector_desc","RAPE13","RAPE5","RAPE6","RAPE7","RAPE8","RAPE9","RAPE10","RAPE11","RAPE12","RAPE14","RAPE15"
"San Bernardino Valley College","Public, 2-year",0,NA,NA,NA,NA,NA,1,0,3,0,0
"San Diego Christian College","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Diego City College","Public, 2-year",2,NA,NA,0,0,2,1,0,0,0,1
"San Diego Continuing Education","Public, less-than 2-year",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"San Diego Culinary Institute","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"San Diego Golf Academy","Private for-profit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"San Diego Mesa College","Public, 2-year",1,NA,NA,0,1,0,0,0,1,0,0
"San Diego Miramar College","Public, 2-year",0,NA,NA,0,0,0,0,0,2,0,0
"San Diego State University","Public, 4-year or above",6,NA,NA,NA,NA,NA,NA,NA,NA,12,9
"San Diego State University-Imperial Valley Campus","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"San Francisco Art Institute","Private nonprofit, 4-year or above",0,NA,NA,0,0,0,0,0,0,0,0
"San Francisco Conservatory of Music","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"San Francisco Institute of Esthetics & Cosmetology Inc","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"San Francisco State University","Public, 4-year or above",4,NA,NA,NA,NA,NA,NA,NA,NA,6,9
"San Francisco Theological Seminary","Private nonprofit, 4-year or above",0,NA,NA,0,0,0,0,0,0,0,0
"San Jacinto Community College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Joaquin College of Law","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"San Joaquin Delta College","Public, 2-year",4,NA,NA,NA,NA,NA,1,2,1,0,0
"San Joaquin Valley College-Bakersfield","Private for-profit, 2-year",NA,0,0,0,0,0,0,0,0,NA,NA
"San Joaquin Valley College-Fresno","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"San Joaquin Valley College-Fresno Aviation Campus","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"San Joaquin Valley College-Modesto Campus","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"San Joaquin Valley College-Online","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"San Joaquin Valley College-Rancho Cordova","not Dertermined yet",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"San Joaquin Valley College-Rancho Cordova","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"San Joaquin Valley College-Rancho Cucamonga","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"San Joaquin Valley College-Visalia","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"San Jose City College","Public, 2-year",0,0,0,0,0,0,1,0,0,1,0
"San Jose State University","Public, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Juan Basin Technical College","Public, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"San Juan Bautista School of Medicine","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"San Juan College","Public, 2-year",0,0,0,1,0,0,0,0,0,0,0
"Sandersville Technical College","Public, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Sandhills Community College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sandusky Career Center","Public, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Sanford-Brown College","Private for-profit, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanford-Brown College","Private for-profit, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Sanford-Brown College","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sanford-Brown College-Boston","Private for-profit, 2-year",NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Sanford-Brown College-Brooklyn Center","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sanford-Brown College-Chicago","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sanford-Brown College-Farmington","Private for-profit, 2-year",NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Sanford-Brown College-Fenton","Private for-profit, 4-year or above",NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Sanford-Brown College-Houston","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sanford-Brown College-Las Vegas","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sanford-Brown College-Mendota Heights","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sanford-Brown College-Orlando","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sanford-Brown College-San Antonio","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sanford-Brown College-Seattle","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sanford-Brown College-Tampa","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sanford-Brown Institute","Private for-profit, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanford-Brown Institute","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sanford-Brown Institute","Public, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sanford-Brown Institute-Dallas","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Sanford-Brown Institute-Garden City","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sanford-Brown Institute-Iselin","Private for-profit, 2-year",NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Sanford-Brown Institute-Jacksonville","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sanford-Brown Institute Monroeville Campus","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Sanford Medical Center","Private nonprofit, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Santa Ana Beauty Academy","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Santa Ana College","Public, 2-year",3,3,1,0,2,0,0,0,0,0,0
"Santa Barbara Business College","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Santa Barbara Business College-Bakersfield","Private for-profit, 4-year or above",0,NA,NA,NA,NA,0,0,0,0,0,0
"Santa Barbara Business College-Santa Maria","Private for-profit, 4-year or above",0,NA,NA,NA,NA,0,0,0,0,0,0
"Santa Barbara Business College-Ventura","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Santa Barbara City College","Public, 2-year",1,NA,NA,1,1,0,0,0,0,0,1
"Santa Clara University","Private nonprofit, 4-year or above",7,NA,NA,NA,NA,NA,4,0,1,5,4
"Santa Fe College","Public, 4-year or above",1,NA,NA,NA,NA,0,0,0,0,0,0
"Santa Fe Community College","Public, 2-year",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Fe University of Art and Design","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Santa Monica College","Public, 2-year",0,1,1,0,0,1,1,0,0,0,0
"Santa Rosa Junior College","Public, 2-year",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"Santiago Canyon College","Public, 2-year",1,0,0,0,0,NA,NA,NA,NA,0,0
"Sanz School","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Sarah Lawrence College","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sarasota County Technical Institute","Public, 2-year",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"Sarasota County Technical Institute","Public, less-than 2-year",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Sarasota School of Massage Therapy","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sauk Valley Community College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Savannah College of Art and Design","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Savannah River College","Private for-profit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Savannah State University","Public, 4-year or above",2,0,1,2,2,1,1,1,0,0,0
"Savannah Technical College","Public, 2-year",1,NA,NA,0,0,0,0,0,1,0,0
"Sawyer College-Hammond","Private for-profit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sawyer School","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Saybrook Graduate School and Research Center","Private nonprofit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Saybrook University","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SBI Campus-An Affiliate of Sanford-Brown","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Schenectady County Community College","Public, 2-year",0,0,0,0,1,NA,NA,NA,NA,0,0
"Schiller International University","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Schilling-Douglas School of Hair Design","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schilling-Douglas School of Hair Design LLC","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"School for International Training","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"School of Advertising Art Inc","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"School of Automotive Machinists","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"School of Automotive Machinists","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"School of Communication Arts","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"School of Creative Hair Design","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"School of Designing Arts","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"School of Health Careers","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"School of Missionary Aviation Technology","Private nonprofit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"School of Nursing at Cuyahoga Valley Career Center","Public, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"School of Professional Horticulture at the New York Botanical Garden","not Dertermined yet",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"School of Professional Horticulture at the New York Botanical Garden","Private nonprofit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"School of Professional Horticulture, New York Botanical Garden","Private nonprofit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"School of the Art Institute of Chicago","Private nonprofit, 4-year or above",3,0,0,0,1,0,0,1,1,3,2
"School of the Museum of Fine Arts-Boston","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"School of Urban Missions","not Dertermined yet",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"School of Urban Missions","Private nonprofit, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"School of Visual Arts","Private for-profit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Schoolcraft College","Public, 2-year",NA,0,0,0,0,0,0,0,0,NA,NA
"Schoolcraft College","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Schreiner University","Private nonprofit, 4-year or above",2,0,1,0,0,NA,NA,NA,NA,1,1
"Schuyler-Steuben-Chemung-Tioga-Allegany BOCES","Public, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Schuyler Steuben Chemung Tioga Allegany BOCES","Public, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Schuylkill Health School of Nursing","Private nonprofit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Schuylkill Technology Center","Public, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Scioto County Career Technical Center","Public, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Scioto County Joint Vocational School District","Public, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Scot Lewis School-St Paul","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Scot Lewis Schools-Bloomington Campus","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Scot Lewis Schools-Paul Mitchell Partner School","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Scott College of Cosmetology","Private for-profit, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Scottsdale Community College","Public, 2-year",0,NA,NA,0,0,0,0,1,0,0,0
"Scottsdale Culinary Institute","Private for-profit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Scripps College","Private nonprofit, 4-year or above",2,1,1,0,0,1,3,0,3,1,2
"Seabury-Western Theological Seminary","Private nonprofit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Seacoast Career School-Manchester Campus","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Seacoast Career Schools-Sanford Campus","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Searcy Beauty College","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Searcy Beauty College Inc","Private for-profit, less-than 2-year",NA,0,0,0,0,0,0,0,0,NA,NA
"Seattle Central College","Public, 4-year or above",1,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"Seattle Community College-Central Campus","Public, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Community College-Central Campus","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Seattle Community College-North Campus","Public, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Community College-South Campus","Public, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Community College-South Campus","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Seattle Institute of Oriental Medicine","Private for-profit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Seattle Midwifery School","Private nonprofit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Seattle Pacific University","Private nonprofit, 4-year or above",4,0,0,0,0,NA,NA,NA,NA,3,2
"Seattle University","Private nonprofit, 4-year or above",5,2,2,2,0,NA,NA,NA,NA,1,5
"Seattle Vocational Institute","Public, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Sebring Career Schools","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Sebring Career Schools-Houston","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sebring Career Schools-Huntsville","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Seguin Beauty School","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Seguin Beauty School-New Braunfels","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Seguin Beauty School-Seguin","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Selma University","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,0,0,0,0,0,0
"Seminar L'moros Bais Yaakov","Private nonprofit, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Seminario Evangelico de Puerto Rico","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Seminary of the Immaculate Conception","Private nonprofit, 4-year or above",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Seminole Community College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seminole State College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Seminole State College of Florida","Public, 4-year or above",0,NA,NA,NA,NA,NA,0,0,0,0,0
"Semo Hairstyling Academy","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sentara College of Health Sciences","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sentara School of Health Professions","Private nonprofit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Sentara School of Health Professions","Private nonprofit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Serbias Technical College","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Seton Hall University","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,3,6
"Seton Hill University","Private nonprofit, 4-year or above",1,0,0,0,2,NA,NA,NA,NA,2,2
"Sewanee-The University of the South","Private nonprofit, 4-year or above",22,NA,NA,NA,NA,NA,NA,NA,NA,10,14
"Sewanee:  The University of the South","Private nonprofit, 4-year or above",NA,0,4,3,1,NA,NA,NA,NA,NA,NA
"Seward County Community College","Public, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Seward County Community College and Area Technical School","Public, 2-year",0,NA,NA,0,2,0,1,1,1,0,0
"Sewickley Valley Hospital School of Nursing","Private nonprofit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Seymour Beauty Academy","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sh'or Yoshuv Rabbinical College","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Sharon Regional Health System School of Nursing","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sharon Regional Health System School of Nursing","Private nonprofit, less-than 2-year",NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA
"Sharps Academy of Hair Styling","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Shasta Bible College and Graduate School","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Shasta College","Public, 2-year",1,NA,NA,NA,NA,NA,0,1,1,1,1
"Shasta School of Cosmetology","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,0,0,0,0,0
"Shaw University","Private nonprofit, 4-year or above",NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA
"Shawnee Beauty College","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Shawnee Community College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Shawnee State University","Public, 4-year or above",0,1,2,0,0,NA,NA,NA,NA,1,3
"Shawsheen Valley Regional Vocational Technical School","Public, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Shear Academy","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Shear Ego International School of Hair Design","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Shear Excellence Hair Academy","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Shear Excellence International Hair Academy","Private nonprofit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Shear Finesse Hairstyling Academy","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Shelton State Community College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Shenandoah University","Private nonprofit, 4-year or above",3,0,0,0,0,NA,NA,NA,NA,1,0
"Shepherd University","Public, 4-year or above",8,1,3,1,1,NA,NA,NA,NA,6,3
"Shepherds College","Private nonprofit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Shepherds Theological Seminary","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sheridan College","Public, 2-year",1,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"Sheridan Technical Center","Public, 2-year",NA,0,0,0,0,0,0,0,0,NA,NA
"Sheridan Technical College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sherman College of Straight Chiropractic","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Sherman Kendall's Academy-Sugarhouse","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Sherman Kendall Academy-Midvale","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sherman Kendall Academy-Salt Lake City","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sherman Kendalls Academy of Beauty Arts & Sciences","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Shimer College","Private nonprofit, 4-year or above",1,0,1,0,0,0,0,1,1,1,2
"Shippensburg University of Pennsylvania","Public, 4-year or above",8,0,3,4,3,NA,NA,NA,NA,3,1
"Shoreline Community College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shorter College","Private nonprofit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Shorter College","Private nonprofit, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Shorter College-Professional Studies","not Dertermined yet",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Shorter College-Professional Studies","Private nonprofit, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Shorter University","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,0,0,0,0,0,1
"Shorter University-College of Adult & Professional Programs","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sidneys Hair Dressing College","Private for-profit, less-than 2-year",NA,0,0,0,0,0,0,0,0,NA,NA
"Siena College","Private nonprofit, 4-year or above",6,2,2,1,4,NA,NA,NA,NA,11,5
"Siena Heights University","Private nonprofit, 4-year or above",NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"Sierra College","Public, 2-year",1,1,0,0,0,1,0,0,4,0,0
"Sierra College of Beauty","Private for-profit, less-than 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Sierra Nevada College","Private nonprofit, 4-year or above",0,NA,NA,0,0,0,0,0,2,0,0
"Sierra Valley Business College","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Sierra Valley College of Court Reporting","Private for-profit, 2-year",0,NA,NA,NA,NA,0,0,0,0,0,0
"Signature Healthcare Brockton Hospital School of Nursing","Private nonprofit, 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Sikeston Career and Technology Center","Public, less-than 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Silicon Valley University","Private nonprofit, 4-year or above",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Silver Lake College","Private nonprofit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Silver Lake College of the Holy Family","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Simmons College","Private nonprofit, 4-year or above",1,NA,NA,0,0,0,2,1,1,3,2
"Simmons College of Kentucky","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Simmons Institute of Funeral Service Inc","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Simpson College","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simpson University","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Sinclair Community College","Public, 2-year",1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sinte Gleska University","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Sioux Falls Seminary","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisseton Wahpeton College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIT Graduate Institute","Private nonprofit, 4-year or above",1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sitting Bull College","Public, 4-year or above",0,0,0,NA,NA,NA,NA,NA,NA,0,0
"Skagit Valley College","Public, 2-year",NA,1,0,0,0,NA,NA,NA,NA,NA,NA
"Skagit Valley College","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"Skidmore College","Private nonprofit, 4-year or above",11,1,3,3,3,NA,NA,NA,NA,10,5
"Skin Institute","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Skin Science Institute","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Skinworks School of Advanced Skincare","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Skyline College","Public, 2-year",0,0,1,0,0,0,0,1,0,0,0
"Slippery Rock University of Pennsylvania","Public, 4-year or above",1,3,3,3,2,NA,NA,NA,NA,0,1
"Smith College","Private nonprofit, 4-year or above",4,0,2,2,1,4,6,3,3,3,5
"Snead State Community College","Public, 2-year",0,3,0,0,0,0,0,0,0,0,0
"Snow College","Public, 2-year",NA,3,0,1,0,NA,NA,NA,NA,NA,NA
"Snow College","Public, 4-year or above",1,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"Sofia University","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sofia University","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Sojourner-Douglass College","Private nonprofit, 4-year or above",NA,0,0,0,0,1,0,0,0,NA,NA
"Soka University of America","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solano Community College","Public, 2-year",0,NA,NA,NA,NA,NA,0,0,0,0,0
"SOLEX College","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"SOLEX Medical Academy","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Soma Institute-The National School of Clinical Massage Therapy","Private for-profit, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Somerset Christian College","Private nonprofit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Somerset Christian College","Private nonprofit, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Somerset Community College","Public, 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Somerset County Technology Center","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
