"INSTNM","sector_desc.x","MEN5","WOMEN5","TOTAL5","RAPE5","RAPE6","Zip","RAPE7","RAPE8","MEN7","WOMEN7","TOTAL7","MEN9","WOMEN9","TOTAL9","RAPE9","sector_desc.y","sector_desc.x.x","MEN10","WOMEN10","TOTAL10","RAPE10","RAPE11","RAPE12","sector_desc.y.y","MEN13","WOMEN13","TOTAL13","RAPE13","RAPE14","RAPE15"
"Ithaca College",NA,NA,NA,NA,NA,NA,148507002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",2806,3963,6769,2,4,8
"Jamestown Community College",NA,NA,NA,NA,NA,NA,14702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 2-year",2054,2772,4826,2,0,1
"SBI Campus-An Affiliate of Sanford-Brown",NA,NA,NA,NA,NA,NA,11747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, 2-year",12,116,128,0,0,0
"Keuka College",NA,NA,NA,NA,NA,NA,14830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",485,1447,1932,0,0,0
"Keuka College",NA,NA,NA,NA,NA,NA,13215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",485,1447,1932,0,0,0
"LIM College",NA,NA,NA,NA,NA,NA,100225268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, 4-year or above",120,1580,1700,0,0,0
"LIU Brooklyn",NA,NA,NA,NA,NA,NA,112015372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",2500,5670,8170,0,0,0
"LIU Post",NA,NA,NA,NA,NA,NA,115481300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",3208,5415,8623,1,0,0
"Long Island Beauty School-Hempstead",NA,NA,NA,NA,NA,NA,115503704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, less-than 2-year",1,128,129,0,0,0
"LIU Hudson at Rockland",NA,NA,NA,NA,NA,NA,109622219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",61,206,267,0,0,0
"LIU Brentwood",NA,NA,NA,NA,NA,NA,11717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",24,168,192,0,0,1
"Mandl School-The College of Allied Health",NA,NA,NA,NA,NA,NA,100195516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, 2-year",110,720,830,0,0,0
"Marist College",NA,NA,NA,NA,NA,NA,12524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",2759,3715,6474,0,0,0
"Medaille College",NA,NA,NA,NA,NA,NA,14618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",641,1471,2112,0,0,0
"Memorial College of Nursing",NA,NA,NA,NA,NA,NA,12204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 2-year",14,105,119,2,0,0
"Southern Westchester BOCES-Practical Nursing Program",NA,NA,NA,NA,NA,NA,10528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, less-than 2-year",22,150,172,0,0,0
"Mildred Elley School-Albany Campus",NA,NA,NA,NA,NA,NA,12206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, 2-year",94,637,731,0,0,0
"Mohawk Valley Community College",NA,NA,NA,NA,NA,NA,13501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 2-year",3109,3566,6675,1,3,3
"Mohawk Valley Community College",NA,NA,NA,NA,NA,NA,13440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 2-year",3109,3566,6675,0,0,0
"Monroe College",NA,NA,NA,NA,NA,NA,10468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, 4-year or above",2532,4326,6858,0,0,0
"Monroe College",NA,NA,NA,NA,NA,NA,10801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, 4-year or above",2532,4326,6858,1,0,0
"Monroe Community College",NA,NA,NA,NA,NA,NA,14623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 2-year",6829,7757,14586,0,0,0
"Monroe Community College",NA,NA,NA,NA,NA,NA,14624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 2-year",6829,7757,14586,0,0,0
"Icahn School of Medicine at Mount Sinai",NA,NA,NA,NA,NA,NA,100296574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",519,631,1150,0,0,0
"New School of Radio and Television",NA,NA,NA,NA,NA,NA,12205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, less-than 2-year",51,8,59,0,0,0
"New York Chiropractic College",NA,NA,NA,NA,NA,NA,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",448,494,942,0,0,0
"New York Chiropractic College",NA,NA,NA,NA,NA,NA,14467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",448,494,942,0,0,0
"Star Career Academy-New York",NA,NA,NA,NA,NA,NA,100117307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, less-than 2-year",132,346,478,0,0,0
"New York Theological Seminary",NA,NA,NA,NA,NA,NA,10115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",172,164,336,0,0,0
"New York University",NA,NA,NA,NA,NA,NA,10435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",22217,27810,50027,0,0,0
"New York University",NA,NA,NA,NA,NA,NA,62260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",22217,27810,50027,0,0,0
"New York University",NA,NA,NA,NA,NA,NA,200054112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",22217,27810,50027,0,0,1
"New York University",NA,NA,NA,NA,NA,NA,112013840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",22217,27810,50027,0,2,1
"Niagara County Community College",NA,NA,NA,NA,NA,NA,14303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 2-year",2536,3580,6116,0,0,0
"Empire Beauty School-Peekskill",NA,NA,NA,NA,NA,NA,10566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, less-than 2-year",2,40,42,0,0,0
"New York Institute of Technology",NA,NA,NA,NA,NA,NA,115688000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",4730,3334,8064,0,0,0
"New York Institute of Technology",NA,NA,NA,NA,NA,NA,100237692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",4730,3334,8064,0,0,0
"New York Institute of Technology",NA,NA,NA,NA,NA,NA,117229029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",4730,3334,8064,0,0,0
"New York School of Interior Design",NA,NA,NA,NA,NA,NA,100215110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",66,472,538,0,0,0
"Nyack College",NA,NA,NA,NA,NA,NA,10960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",1100,1564,2664,0,0,0
"Ohr Hameir Theological Seminary",NA,NA,NA,NA,NA,NA,10567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",126,0,126,0,0,0
"Orange County Community College",NA,NA,NA,NA,NA,NA,12550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 2-year",2880,4102,6982,0,0,0
"Otsego Area BOCES-Practical Nursing Program",NA,NA,NA,NA,NA,NA,13820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, less-than 2-year",2,42,44,0,0,0
"Continental School of Beauty Culture-West Seneca",NA,NA,NA,NA,NA,NA,14224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, less-than 2-year",3,100,103,0,0,0
"Plaza College",NA,NA,NA,NA,NA,NA,11375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, 4-year or above",149,583,732,0,0,0
"Pratt Institute-Main",NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",1422,3362,4784,0,0,0
"Ridley-Lowell Business & Technical Institute-Binghamton",NA,NA,NA,NA,NA,NA,13901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, less-than 2-year",13,99,112,0,0,0
"Rochester Institute of Technology",NA,NA,NA,NA,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",11237,5402,16639,0,0,0
"Rochester Institute of Technology",NA,NA,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",11237,5402,16639,0,0,0
"Rochester Institute of Technology",NA,NA,NA,NA,NA,NA,341055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",11237,5402,16639,0,0,0
"The Sage Colleges",NA,NA,NA,NA,NA,NA,12180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",544,2353,2897,3,1,0
"The Sage Colleges",NA,NA,NA,NA,NA,NA,12208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",544,2353,2897,0,1,2
"St Bonaventure University",NA,NA,NA,NA,NA,NA,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",956,1036,1992,4,2,3
"St Francis College",NA,NA,NA,NA,NA,NA,11201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",1127,1545,2672,0,0,0
"St. Thomas Aquinas College",NA,NA,NA,NA,NA,NA,109761050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",791,1045,1836,4,2,3
"Saint Joseph's College-New York",NA,NA,NA,NA,NA,NA,112053688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",1519,3230,4749,0,0,0
"Saint Joseph's College-New York",NA,NA,NA,NA,NA,NA,11772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",1519,3230,4749,0,0,0
"St Paul's School of Nursing-Staten Island",NA,NA,NA,NA,NA,NA,10311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, 2-year",67,479,546,0,0,0
"St John's University-New York",NA,NA,NA,NA,NA,NA,11439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",8809,12068,20877,6,2,1
"St John's University-New York",NA,NA,NA,NA,NA,NA,10301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",8809,12068,20877,0,0,0
"St John's University-New York",NA,NA,NA,NA,NA,NA,11769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",8809,12068,20877,0,0,0
"St John's University-New York",NA,NA,NA,NA,NA,NA,10003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",8809,12068,20877,0,0,0
"St John's University-New York",NA,NA,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",8809,12068,20877,0,0,0
"St John's University-New York",NA,NA,NA,NA,NA,NA,75006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",8809,12068,20877,0,0,0
"St John's University-New York",NA,NA,NA,NA,NA,NA,41012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",8809,12068,20877,0,0,0
"SUNY College of Environmental Science and Forestry",NA,NA,NA,NA,NA,NA,13695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",1184,1038,2222,0,0,0
"SUNY Polytechnic Institute",NA,NA,NA,NA,NA,NA,13502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",1653,1126,2779,0,2,1
"SUNY Buffalo State",NA,NA,NA,NA,NA,NA,142221095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4308,6022,10330,6,3,4
"SUNY College at Geneseo",NA,NA,NA,NA,NA,NA,144541477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",2270,3429,5699,7,2,2
"State University of New York at New Paltz",NA,NA,NA,NA,NA,NA,12561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",2902,4849,7751,7,4,6
"SUNY Oneonta",NA,NA,NA,NA,NA,NA,13820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",2402,3717,6119,0,0,5
"SUNY Oneonta",NA,NA,NA,NA,NA,NA,13326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",2402,3717,6119,0,0,0
"SUNY College at Potsdam",NA,NA,NA,NA,NA,NA,136762294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",1627,2277,3904,3,5,2
"SUNY College at Old Westbury",NA,NA,NA,NA,NA,NA,115680210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",1827,2526,4353,3,0,0
"SUNY College at Plattsburgh",NA,NA,NA,NA,NA,NA,128041445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",2448,3270,5718,0,1,2
"SUNY Downstate Medical Center",NA,NA,NA,NA,NA,NA,11203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",688,1170,1858,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,13021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,14020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,13901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,11201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,14424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,13057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,13602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,14063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,10530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,11788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,14850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,14750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,12095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,12110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,14094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,10954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,10013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,12550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,11568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,14760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,12901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,12804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,11901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,146205803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,103053402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,121803848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,135012812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,13601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,1,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,12220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,14227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,14830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"SUNY Empire State College",NA,NA,NA,NA,NA,NA,12305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",4487,7391,11878,0,0,0
"Upstate Medical University",NA,NA,NA,NA,NA,NA,13210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",623,857,1480,3,1,0
"Upstate Medical University",NA,NA,NA,NA,NA,NA,13904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 4-year or above",623,857,1480,0,0,0
"Swedish Institute a College of Health Sciences",NA,NA,NA,NA,NA,NA,100016700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, 2-year",281,607,888,0,0,0
"Syracuse University",NA,NA,NA,NA,NA,NA,50132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",10186,11603,21789,0,0,0
"Syracuse University",NA,NA,NA,NA,NA,NA,20008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",10186,11603,21789,0,0,0
"Syracuse University",NA,NA,NA,NA,NA,NA,91423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",10186,11603,21789,0,0,0
"Syracuse University",NA,NA,NA,NA,NA,NA,100084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",10186,11603,21789,0,0,0
"Tompkins Cortland Community College",NA,NA,NA,NA,NA,NA,13053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public, 2-year",1358,1725,3083,1,0,0
"Touro College",NA,NA,NA,NA,NA,NA,10006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",3721,9312,13033,0,0,0
"Touro College",NA,NA,NA,NA,NA,NA,10023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",3721,9312,13033,0,0,0
"Touro College",NA,NA,NA,NA,NA,NA,11204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",3721,9312,13033,0,0,0
"Touro College",NA,NA,NA,NA,NA,NA,11230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",3721,9312,13033,0,0,0
"Touro College",NA,NA,NA,NA,NA,NA,11223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",3721,9312,13033,0,0,0
"Touro College",NA,NA,NA,NA,NA,NA,11229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",3721,9312,13033,0,0,0
"Touro College",NA,NA,NA,NA,NA,NA,11220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private nonprofit, 4-year or above",3721,9312,13033,0,0,0
